Questionnaire Name	Account Number	Account Name	Country	CDP Region	Parent Section	Section	Row Number	Row Name	Climate Hazards	Did this hazard significantly impact your city before 2020?	Current probability of hazard	Current magnitude of hazard	Social impact of hazard overall	Most relevant assets / services affected overall	Please identify which vulnerable populations are affected	Future change in frequency	Future change in intensity	Future expected magnitude of hazard	When do you first expect to experience those changes in frequency and intensity?	Please describe the impacts experienced so far, and how you expect the hazard to impact in the future
Cities 2020	68378	Municipalidad de Santiago de Surco	Peru	Latin America	Climate Hazards and Vulnerability	Climate Hazards	1		Extreme hot temperature > Heat wave	Yes	High	Medium Low	Increased demand for healthcare services; Increased demand for public services; Increased incidence and prevalence of disease and illness; Increased risk to already vulnerable populations	Commercial; Emergency services; Energy; Food & agriculture; Water supply & sanitation	Elderly; Low-income households; Persons living in sub-standard housing	Increasing	Increasing	High	Immediately	Aumento de la carga térmica en las viviendas y edificios, pavimentos y en los tanques de almacenamiento de agua.Golpes de calor, deshidratación, agotamiento, diarreas, enfermedades de la piel
Cities 2020	68378	Municipalidad de Santiago de Surco	Peru	Latin America	Climate Hazards and Vulnerability	Climate Hazards	2		Water Scarcity > Drought	Yes	Medium High	Medium High	Increased demand for healthcare services; Increased demand for public services; Increased incidence and prevalence of disease and illness; Increased resource demand	Emergency services; Environment, biodiversity, forestry; Food & agriculture; Water supply & sanitation	Elderly; Low-income households	Increasing	Increasing	High	Immediately	Reducción de la disponibilidad del agua para la población y para las áreas verdes.Aumento de las incidencias de enfermedades diarreicas por falta de higiene al momento de preparar los alimentos.
Cities 2020	68378	Municipalidad de Santiago de Surco	Peru	Latin America	Climate Hazards and Vulnerability	Climate Hazards	3				Medium	Medium				Increasing	Increasing			Daño a propiedades de zonas de surco que se encuentran en zonas con nivel freático alto.
Cities 2020	68378	Municipalidad de Santiago de Surco	Peru	Latin America	Climate Hazards and Vulnerability	Climate Hazards	4													Perdida de capacidad de uso de agua subterránea por pobladores que viven cerca a la zona costera del distrito.
Cities 2020	68378	Municipalidad de Santiago de Surco	Peru	Latin America	Climate Hazards and Vulnerability	Climate Hazards	5													
Cities 2020	68383	Prefeitura de Itatiba	Brazil	Latin America	Climate Hazards and Vulnerability	Climate Hazards	1		Flood and sea level rise > Flash / surface flood	Yes	Medium	Medium High	Fluctuating socio-economic conditions; Increased incidence and prevalence of disease and illness; Increased resource demand; Increased risk to already vulnerable populations; Population displacement	Commercial; Industrial; Land use planning; Public health; Residential; Society / community & culture	Low-income households; Other, please specify: Pessoas vivendo em moradias precárias, moradias em assentamentos de risco; Persons living in sub-standard housing	Decreasing	Decreasing	Medium	Immediately	Inundação da área em torno do Ribeirão Jacaré que corta a parte baixa da cidade. Esta área possui residencias, universidade, comercio, prédios públicos e industrias.
Cities 2020	68385	Municipio La Chorrera	Panama	Latin America	Climate Hazards and Vulnerability	Climate Hazards	1		Flood and sea level rise > Coastal flood	No	Medium Low	Medium Low	Increased demand for public services; Increased resource demand; Increased risk to already vulnerable populations; Population displacement	Emergency services; Energy; Environment, biodiversity, forestry; Residential; Waste management; Water supply & sanitation	Elderly; Low-income households; Marginalized groups; Persons living in sub-standard housing	Do not know	Do not know	Medium Low	Short-term (by 2025)	Las tormentas y fuertes lluvias, generan inundaciones, que producen la acumulación de desechos en los cauces de ríos y quebradas provocando inundaciones. La red de distribución de electricidad se ve afectada por la caída de los postes del tendido eléctrico provocando apagones.Implica la utilización de muchos recursos para lograr suplir las pérdidas materiales ocasionadas por estos desastres naturales.Necesitamos de una gran logística de personal y equipos para llevar toda la ayuda a las personas afectadas.Provoca el desplazamiento de las personas afectadas hacia otros sectores
Cities 2020	68388	Prefeitura de Morungaba	Brazil	Latin America	Climate Hazards and Vulnerability	Climate Hazards	1		Extreme Precipitation > Rain storm	Yes	Medium Low	Medium Low	Increased demand for public services; Increased resource demand	Commercial; Environment, biodiversity, forestry; Food & agriculture; Industrial; Residential; Transport; Water supply & sanitation	Other, please specify: Famílias que habitam em áreas vulneráveis	Increasing	Increasing	Medium	Short-term (by 2025)	Destruição de pontes.Alagamento de residências, indústria e comércios.Houve deficiência no abastecimento hídrico da população urbana.
Cities 2020	69824	Västervik	Sweden	Europe	Climate Hazards and Vulnerability	Climate Hazards	1		Water Scarcity > Drought	Yes	Medium High	Medium High	Other, please specify: Reduced food production, extreme heat in summer, low ground water level	Commercial; Environment, biodiversity, forestry; Food & agriculture; Public health; Water supply & sanitation	Other, please specify: Farmers and people in rural areas with small water wells	Increasing	Increasing	High	Immediately	Short winter – not much snow - Dry summer 2018 - no rain, low water levels in wells, decreased food production. and wild fires This will probably be much worse in the future with assumed climate changes
Cities 2020	69824	Västervik	Sweden	Europe	Climate Hazards and Vulnerability	Climate Hazards	2		Extreme Precipitation > Rain storm	Yes	Medium High	Medium	Other, please specify:  Reduced value of property - basement flooding	Commercial; Land use planning; Residential; Waste management; Water supply & sanitation	Other, please specify: People in Low level Areas	Increasing	Increasing	High	Short-term (by 2025)	Flooding in houses, factories and warehouses in low level areas in town and smaller urban areas. This will probably be much worse in the future with assumed climate changes with more intensive rain (after periods of drought)
Cities 2020	69824	Västervik	Sweden	Europe	Climate Hazards and Vulnerability	Climate Hazards	3		Wild fire > Forest fire	Yes	Medium	Medium	Increased resource demand; Other, please specify: Loss of income from forestry	Commercial; Emergency services; Environment, biodiversity, forestry	Other, please specify: Forest owners and people in rural areas close to forests	Increasing	Increasing	High	Short-term (by 2025)	Long periods of drought followed by heavy thunderstorms (lightning) have already caused (wild) forest fires in the municipality area . This will probably be much worse in the future with assumed climate changes with more intensive thunderstorms after periods of drought
Cities 2020	69840	Município de Itacoatiara	Brazil	Latin America	Climate Hazards and Vulnerability	Climate Hazards	1		Extreme Precipitation > Rain storm	Yes	Medium	Medium High	Fluctuating socio-economic conditions; Increased demand for healthcare services; Increased incidence and prevalence of disease and illness; Increased risk to already vulnerable populations; Migration from rural areas to cities	Emergency services; Land use planning; Public health; Transport; Waste management; Water supply & sanitation		Increasing	Increasing	Medium	Short-term (by 2025)	
