Year Reported to CDP	Account Number	Organization	City	Country	CDP Region	Access	Renewable energy or electricity target implemented	Scale	Type	Energy / electricity types covered by target (including unit)	Base year	Total renewable energy / electricity covered by target in base year	Percentage renewable energy / electricity of total energy or electricity in base year	Target year	Total renewable energy / electricity covered by target in target year	Percentage renewable energy / electricity of total energy or electricity in target year	Percentage of target achieved	Please specify plans to meet the target(s) and in which sector this target will be implemented	Population	Population Year	City Location	Last update
2020	20113	City of Vancouver	Vancouver	Canada	North America	public	Yes	City-wide	Energy	All energy consumed (in MWh)	2014	16500000	32	2050	11000000	100	32	Vancouver’s Renewable City Strategy has set a target to derive 100% of Vancouver’s energy use from renewable sources before 2050. This encompasses community-wide energy use in buildings and transportation and envisions a shift to renewable electricity, biofuels, and neighbourhood energy systems. Total target-year energy total given (11,000,000 MWh) is an economically modelled figure based on energy prices and expected demands based on City policy. The final total includes BAU growth component, offset by significant efficiency improvements and increases in renewables supply and use.	648000	2019	POINT (-123.114 49.2612)	2021-05-20T02:49:34.733
2020	74508	City of Winona, MN	Winona	United States of America	North America	public	Yes												26594	2019	POINT (-91.6663 44.0554)	2021-05-20T02:49:34.733
2020	59160	Ville de Nyon	Nyon	Switzerland	Europe	public	Yes	Local government operations			2011	2361	100	2021		100	100	Décision politique à maintenir	21211	2019	POINT (6.23478 46.3833)	2021-05-20T02:49:34.733
2020	50680	Município de Cascais	Cascais	Portugal	Europe	public	Yes	City-wide						2030				Following the objective of increasing the share of renewable energy by at least 20% by 2020; Cascais continues to be aligned with the Covenant of Mayor's goals for 2030. The target is to reduce CO2 emissions by at least 40% by 2030, through improved energy efficiency and greater use of energy sources renewable. Meeting this target is part of the municipal plan for decarbonisation and will be achieved through leveraging innovative projects such as smart grids, electric vehicles and decentralised renewable energy production or new public lighting systems and energy optimization of public buildings and residential areas. Energy mix accounting is calculated at the national level:http://www.edpsu.pt/pt/origemdaenergia/Pages/OrigensdaEnergia.aspx	212474	2018	POINT (-9.42229 38.697)	2021-05-20T02:49:34.733
2020	31056	Edinburgh City Council	Edinburgh	United Kingdom of Great Britain and Northern Ireland	Europe	public	Intending to undertake in the next 2 years												524930	2019		2021-05-20T02:49:34.733
2020	50383	Prefeitura de Sorocaba	Sorocaba	Brazil	Latin America	public	In progress												679378	2019	POINT (-47.4221 -23.4775)	2021-05-20T02:49:34.733
2020	36426	Riga City	Riga	Latvia	Europe	public	Yes	City-wide	Energy	Other, please specify: 13.4. CO2 emissions reduction against base year (in %)	1990	20		2020	60		94.2	Development Programme of Riga for 2014-2020:Action Direction 13: Broad-scale implementation of energy efficiency	627487	2020	POINT (24.1052 56.9496)	2021-05-20T02:49:34.733
2020	74558	Summit County, UT		United States of America	North America	public	Yes	City-wide	Electricity	All electricity consumed (in MWh)		294486	100	2030	294486	100	1	Community Renewable Energy Program legislation enacted by State Legislature in 2019 that requires utility to provide net 100% renewable electrical energy to communities in Utah who adopt resolutions stating goal to transition to net 100% renewable energy by 2030.   22 communities, utility and regulatory agencies presently developing administrative details and rate renewable energy rate structure for the renewable energy customers in the utility's service area.	42145	2019		2021-05-20T02:49:34.733
2020	3417	New York City	New York City	United States of America	North America	public	Yes	City-wide			2016	78	0.02	2030	1000		7.8	Our target is made in terms of installed capacitynot as a percentage of total electricityproduction. Target: 1,000 MW of solar capacityinstalled by 2030. (Source: http://www1.nyc.gov/office-of-the-mayor/news/767-16/climate-week-solar-power-nyc-nearly-quadrupled-since-mayor-de-blasio-took-office-and)	8399000	2018	POINT (-74.0059 40.7128)	2021-05-20T02:49:34.733
2020	46514	City of Porto	Porto	Portugal	Europe	public	Yes	Local government operations	Electricity	All electricity consumed (percentage)						100		All municipal infrastructure	237591	2011	POINT (-8.6291 41.1579)	2021-05-20T02:49:34.733
2020	3203	City of Chicago	Chicago	United States of America	North America	public	Yes	City-wide	Energy	Other, please specify: GHG Emission Reduction (Percentage)	2005			2025			59	The City of Chicago remains committed to achieving the original commitment for emissions level reductions made by the Obama Administration as part of the Paris Climate Agreement. Chicago’s greenhouse gas goal is to achieve a 26-28% reduction in emissions levels over the span of 20 years from 2005 to 2025. In 2017, the City was already 59% of the way toward reaching its target, up 17% from in just two years from 2015.	2705994	2018	POINT (-87.6298 41.8781)	2021-05-20T02:49:34.733
2020	43928	Canberra	Canberra	Australia	Southeast Asia and Oceania	public	Yes	Local government operations	Electricity	All electricity consumed (in MWh)	2011	90	14	2020	640	100	100	Reverse auction mechanism has allocated feed-in tariffs to 600MW of wind and 40MW of solar. This is equal to 75% of the target. The remainder is met through rooftop solar and the ACT’s share of Australia’s renewable energy target.	427000	2019	POINT (149.124 -35.3075)	2021-05-20T02:49:34.733
2020	54098	City of Thunder Bay	Thunder Bay	Canada	North America	public	Yes	City-wide	Energy	Other, please specify: Renewable energy is increasingly used to meet local demand.								Metrics were not identified for this target. Metrics will be identified as part of the Municipal Energy Planning process and updated in the next iteration of the Sustainability Plan. In 2016, 63.97 MW of energy was generated locally using renewable sources (Biomass + Solar PV).	107909	2016	POINT (-89.2477 48.3809)	2021-05-20T02:49:34.733
2020	831230	Municipality of La Marsa	La Marsa	Tunisia	Africa	public	In progress												98500	2019	POINT (10.3218 36.8725)	2021-05-20T02:49:34.733
2020	826182	Ayuntamiento de Tonalá		Mexico	Latin America	public	Yes												477117	2010		2021-05-20T02:49:34.733
2020	59669	City of North Vancouver	North Vancouver	Canada	North America	public	Intending to undertake in the next 2 years												52898	2016	POINT (-123.072 49.32)	2021-05-20T02:49:34.733
2020	58796	Odder Kommune	Odder	Denmark	Europe	public	Do not know												22624	2019	POINT (10.15 55.9757)	2021-05-20T02:49:34.733
2020	14874	City of Portland, OR	Portland, OR	United States of America	North America	public	Yes	City-wide	Energy	All energy consumed (percentage)	2017	100		2050	36.5	0	36.5	"The City established a goal in 2017 to meet 100 percent of the community's electric energy needs through renewable energy resources by 2030 and 100 percent of the communities full energy needs with renewable energy by 2050. ""renewable energy"" includes energy derived from hydrogen, wind power sited in ecologically responsible ways, solar, existing and low-impact hydroelectric, geothermal, biogas (including biogas produced from biomass), and ocean/wave technology sources. These sources of energy can have significant public health and other co-benefits that can help address pressing ecological and environmental justice challenges in sensitive ecosystems and communities in Oregon and around the country; and ""Renewable energy"" specifically excludes energy derived from fossil fuels, nuclear, biomass feedstocks sourced from state and federal lands, hydrogen produced from fossil fuels, and incineration of municipal and medical waste; and WHEREAS, any forest biomass energy project requires special consideration to ensure that ecosystem health is not harmed, that the project does not result in increased life-cycle carbon emissions, and that air quality and fish habitat is not degraded; and WHEREAS, renewable energy must also be sustainable, both in terms of the conservation of fish and wildlife habitat and in the promotion of human health and racial, environmental, and economic justice, and therefore reliance on existing hydroelectric power requires special consideration to reduce negative ecological impacts to biological systems dependent on the affected watersheds."	811880	2018	POINT (-122.682 45.52)	2021-05-20T02:49:34.733
2020	826236	Prefeitura de Tremembé	Tremembé	Brazil	Latin America	public	Intending to undertake in the next 2 years												47185	2019	POINT (-45.548 -22.9576)	2021-05-20T02:49:34.733
2020	839673	Municipalidad Distrital de Jesús María		Peru	Latin America	public	In progress												75359	2019		2021-05-20T02:49:34.733
2020	73879	Roskilde	Roskilde	Denmark	Europe	public	Do not know												87542	2019	POINT (12.0878 55.6419)	2021-05-20T02:49:34.733
2020	52897	City of Aspen	Aspen	United States of America	North America	public	Not intending to undertake												9003	2017	POINT (-106.837 39.195)	2021-05-20T02:49:34.733
2020	54611	Alcaldia de Manizales	Manizales	Colombia	Latin America	public	Intending to undertake in the next 2 years												400136	2019		2021-05-20T02:49:34.733
2020	50671	Município de Fafe	Fafe	Portugal	Europe	public	Yes	City-wide	Electricity		2010	227547	100	2010	227547	100	100	In the consumption matrix, the city of Fafe already produces more renewable electricity than it consumes in a ratio of 140% (reference year 2010). As a reference to the year 2010 Fafe already produced from renewable sources electricity exceeding the needs for the projected consumption for the year 2030 (production: 227547 MWh / year vs consumption: 206642 MWh / year).	50633	2011	POINT (-8.17286 41.4508)	2021-05-20T02:49:34.733
2020	55334	Município de Braga	Braga	Portugal	Europe	public	Yes	City-wide	Electricity	All electricity consumed (in MWh)	2014	193111	32	2030	300500	50	100	O Municipio de Braga implementou um Plano de Ação para a Energia Sustentável. A elaboração do presente teve como linha de orientação o traçar de objetivos de melhoria dos níveis de eficiência no consumo de energia e do aumento da penetração de renováveis. São, paralelamente, servidos objetivos de interesse nacional: a melhoria da sustentabilidade energética do país, redução da dependência externa do abastecimento de energia e redução da intensidade energética da economia nacional. Os objetivos de interesse nacional estão em linha com a Estratégia Nacional de Energia, ENE2020, previamente mencionada.A intervenção agora descrita encontra-se, igualmente, em linha com os objetivos do PO regional.Alguns dos projetos considerados no PAES são pertinentes e vão ao encontro da visão e prioridades estratégicas da agenda regional de energia, nomeadamente á luz dos seguintes objetivos:1. Desenvolvimento de Sistemas de Conversão Descentralizada;2. Promoção de Utilização da Água Quente Solar; 3. Racionalização de Sistemas de Utilização deEnergia;4. Promoção da Eficiência Energético-ambiental;5. Generalização e aplicação adequada dos critérios de preferência associados à promoção da eficiência energético-ambiental.Desta forma, foi permitido atingir a meta para o consumo por eletricidade oriunda de fontes renováveis mais cedo do que o previsto (uma antecipação de 10 anos) devido à boa dinâmica de implementação das medidas preconizadas.	189331	2020	POINT (-8.43821 41.5337)	2021-05-20T02:49:34.733
