Year Reported to CDP	Account Number	Organization	City	Country	CDP Region	Access	City boundary	Type of target	Sector	Identify and explain sources that differ from the inventory	Target boundary relative to city boundary	Base year	Year of target introduction	Base year emissions (metric tonnes CO2e)	Percentage reduction target	Target year	Target year absolute emissions (metric tonnes CO2e)	Projected population in target year	Intensity unit (Emissions per)	Base year emissions per intensity unit (metric tonnes CO2e per denominator)	Estimated business as usual absolute emissions in target year (metric tonnes CO2e)	Percentage of target achieved so far	Select the initiatives that this target contributes towards	Description of the target and the modelling methodology(ies) and parameters used to define it	Does this target align with the global 1.5 - 2°c pathway set out in the Paris Agreement?	Does this target align or correspond to a requirement from a higher level of government?	Target description	Population	Population Year	City Location	Last update
2020	54088	City of Peterborough	Peterborough	Canada	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Administrative - covers only emission sources owned and operated by city administration	2011	2019	32225	45	2030	17723.75					21	Declaring Climate Emergency; Individual City Commitment		Yes - 1.5 °C	Yes	A climate change emergency was declared in 2019 that advanced corporate emissions reductions to 45% from 30% and moved the target date from 2031 to 2030.	82094	2016		2021-05-20T02:33:48.460
2020	73749	Nagpur		India	South and West Asia	public	City / Municipality	Base year emissions (absolute) target	Transport	Promotion of CNG buses are encouraged in the city. Production of CNG from waste is also encouraged in Nagpur City. And also e-rikshaw use is promoted and encouraged in the city.	Same – covers entire city and nothing else																	2405665	2011		2021-05-20T02:33:48.460
2020	834347	Seberang Perai Municipal Council		Malaysia	Southeast Asia and Oceania	public	City / Municipality	Base year intensity target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2016	2022	7434910	50	2022	2022		Metric tonnes of CO2e per capita	8.05		26			Yes - 1.5 °C	Yes		1108000	2020	POINT (100.383 5.38333)	2021-05-20T02:33:48.460
2020	50782	Dhaka City	Dhaka	Bangladesh	South and West Asia	public	City / Municipality	Base year intensity target																				8000000	2020	POINT (90.4125 23.8103)	2021-05-20T02:33:48.460
2020	36044	Seferihisar Municipality	Seferihisar	Turkey	Europe	public	Independent province: Local government area within a city/metropolitian area	No target																				44526	2020	POINT (26.8344 38.1951)	2021-05-20T02:33:48.460
2020	46263	Amdavad Municipal Corporation (Ahmedabad)	Ahmedabad	India	South and West Asia	public																									2021-05-20T02:33:48.460
2020	63601	Township of Maplewood, NJ	Maplewood	United States of America	North America	public	City / Municipality	No target																				25380	2019	POINT (-74.27 40.73)	2021-05-20T02:33:48.460
2020	73645	KwaDukuza		South Africa	Africa	public	City / Municipality	Baseline scenario (business as usual) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2014	2030	772048		2030					42		Building Efficiency Accelerator; Durban Adaptation Charter; Global Covenant of Mayors for Climate & Energy; ICLEI’s Green Climate Cities Program; One Planet City Challenge; Urban-LEDS	KLM has set a target of a 42% reduction BY 2030 in community-wide greenhouse gas emissions against the BAU projection for that year.	Yes - 1.5 °C	Yes		276719	2016		2021-05-20T02:33:48.460
2020	63562	City of South Bend, IN	South Bend	United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2005	2019		45	2035							Global Covenant of Mayors for Climate & Energy; Individual City Commitment; Mayors National Climate Action Agenda		Do not know	No	South Bend set an interim target to reduce GHG emissions 45% by 2035. This continues the reduction trajectory set by meeting the Paris Accord-aligned target of 26% by 2035.	102026	2019	POINT (41.6754 -86.2532)	2021-05-20T02:33:48.460
2020	44077	Kampala City	Kampala	Uganda	Africa	public	City / Municipality	Baseline scenario (business as usual) target	Waste		Same – covers entire city and nothing else	2014	2030	657900	22	2030					1933800				Yes - 2 °C	Yes		1631210	2018		2021-05-20T02:33:48.460
2020	826407	Munícipio de Mirandela	Mirandela	Portugal	Europe	public																								POINT (-7.1753 41.51)	2021-05-20T02:33:48.460
2020	58865	Jammerbugt Kommune	Jammerbugt	Denmark	Europe	public	City / Municipality	Fixed level target	Energy		Same – covers entire city and nothing else		2020			2040	0						Global Covenant of Mayors for Climate & Energy; Klimakommune (Climate Municipality)		Do not know	Yes	target is equeal to the Paris Agreement.	38638	2018	POINT (9.54153 57.1453)	2021-05-20T02:33:48.460
2020	841540	South Lakeland District Council		United Kingdom of Great Britain and Northern Ireland	Europe	public	Local government area within a greater city / metropolitan area	Base year emissions (absolute) target	All emissions sources included in city inventory	We are looking at the district target in conjunction with a county target of 2037 - so working together with the 6 districts (Allerdale, Barrow in Furness, Carlisle, Copeland, Eden, and us South Lakeland) and Cumbria County Council.	Larger – covers the whole city and adjoining areas	2018	2020	11500000	85	2037	1725000						Declaring Climate Emergency; Global Covenant of Mayors for Climate & Energy		Yes - 1.5 °C	Yes		104955	2019		2021-05-20T02:33:48.460
2020	848567	Mid-America Regional Council		United States of America	North America	public	Metropolitan area	Baseline scenario (business as usual) target	Waste		Same – covers entire city and nothing else	2015	2021	930596	100	2050					1305548	0	Global Covenant of Mayors for Climate & Energy	The target embraces a regional goal to reach carbon neutrality by 2050. The inventory was developed using regional geographic information data on housing, transportation, employment, service provision and population demographics compiled by the Regional Council of Governments provided by local government members and regional utilities. Target setting has been determined through extensive stakeholder outreach to businesses, chambers of commerce, utilities, local governments, health agencies and hospitals, advocacy groups and individual citizen engagement. Proposed actions to achieve our target has been evaluated with the CURB Tool: Climate Action for Urban Sustainability.  Parameters evaluated within this sector include improvements to waste management that improve greater recycling levels and waste reduction programs, conscientious composting, increased waste-to-energy programs and more efficient landfill gas capture. For water and wastewater reductions, parameters for evaluation include improved pump efficiency, expanded maintenance programs on utility lines and illicit discharge elimination programs. Parameters associated with treatment plants include well maintained facilities within approved operating capacities, preference for activated sludge treatment plants, and incorporation of denitrification as routine practice.	Yes - 2 °C	No		2137829	2018		2021-05-20T02:33:48.460
2020	840070	Somerset West and Taunton		United Kingdom of Great Britain and Northern Ireland	Europe	public	Other, please specify: Non-metropolitan District Council	Fixed level target	All emissions sources included in city inventory	Climate Emergency declaration referred to working towards making Somerset West and Taunton carbon neutral by 2030, taking into account emissions from both production and consumption. The emerging CNCR Action Plan identifies a baseline of CO2 (only) emissions and also all GHG emissions based on the SCATTER tool outputs.	Same – covers entire city and nothing else		2019			2030	0	163700				0	Declaring Climate Emergency; Individual City Commitment		Do not know	Yes, but it exceeds its scale or requirement	The UK has legislated to achieve net zero carbon emissions by 2050. However it places no requirement on local government to set their own individual targets. This target exceeds the national ambition by working towards 2030 rather than 2050. The emerging CNCR Action Plan identifies potential emissions reductions pathways including a Paris 1.5C aligned pathway (which would require annual year on year emissions reductions of 13%), but the carbon impact of delivering the actions contained within the Action Plan have not been fully quantified and so it is not possible to identify the specific pathway that all of the actions contained within the Action Plan would result in. Despite this, we know that the actions being proposed are based on assessment of the issues, opportunities and what the CCC and others deem to be necessary to reach carbon neutrality, and we are frontloading delivery of these actions wherever possible so that we can do everything within our sphere of influence to push us towards carbon neutrality by 2030, the Paris-aligned trajectory and compliance with our cumulative CO2 budgets. Quantifying the carbon impacts of the actions is in itself a key action of the plan.	155115	2019		2021-05-20T02:33:48.460
2020	42384	Göteborgs Stad	Göteborg	Sweden	Europe	public	City / Municipality	Base year emissions (absolute) target	Other, please specify: All emissions from the non-trading sector (Emissions from all sources except from those included in the EU ETS)	The emission target was set in 2013 and does not include emissions from sources already in the EU ETS, as their emissions were already governed (with reduction targets) from the ETS.	Same – covers entire city and nothing else	1990	2013	1666000	40	2020	999600					56.24	Global Covenant of Mayors for Climate & Energy		Yes - 2 °C	Yes		579281	2019		2021-05-20T02:33:48.460
2020	59550	City of Bend, OR		United States of America	North America	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2016	2018	809352	70	2050	242805.6						Individual City Commitment		Do not know	No	Additional interim target of 40% reduction by 2030	100000	2020		2021-05-20T02:33:48.460
2020	36274	Comune di Bologna	Bologna	Italy	Europe	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	2005	2012	2299923.1	21.3	2020	1810039.4797					100	Global Covenant of Mayors for Climate & Energy		Yes - 2 °C	Yes	Target uptodated in the 2013	390636	2018	POINT (11.3387 44.4938)	2021-05-20T02:33:48.460
2020	50650	City of Gibraltar	Gibraltar	Gibraltar	Europe	public	Local government area within a greater city / metropolitan area	Fixed level target	All emissions sources included in city inventory	N/A	Same – covers entire city and nothing else		1990			2045	0						Global Covenant of Mayors for Climate & Energy		Do not know	Yes, but it exceeds its scale or requirement		34838	2018	POINT (-5.35359 36.1408)	2021-05-20T02:33:48.460
2020	54513	Municipality of Uppsala	Uppsala	Sweden	Europe	public	City / Municipality	Base year emissions (absolute) target	All emissions sources included in city inventory		Same – covers entire city and nothing else	1990	2015	1440000	90	2040	144000					19			Yes - 1.5 °C	No	The total emissions of greenhouse gases shall by the year 2040 be close to zero, i.e. have decreased with about 90 %.  The national government cannot impose requirements to the self governing municipalities of Sweden, only inspire.	230767	2019	POINT (17.635 59.8536)	2021-05-20T02:33:48.460
